BL_ID,LICENSE_NUMBER,LICENSE_STATUS,LICENSE_TYPE_CODE,LECENSE_TYPE,BILLING_CYCLE,BILL_DATE,APPLICATION_DATE,ISSUED_DATE,EXPIRE_DATE,START_DATE,CHARGE_CODE,CHARGE_AMOUNT,QUANTITY,ONE_TIME,INACTIVATE_DATE,MISC
417,8567,I,1200,SERVICE GENERAL,GROS,5/25/2011,,1/31/2011,6/30/2012,1/31/2011,BASER,$25.00,0,A,8/4/2011,NO MAXIMUM FEE
418,8571,I,774,PLUMBER,PL,5/25/2011,2/1/2011,2/1/2011,6/30/2012,2/1/2011,774,$50.00,0,A,8/4/2011,
419,8572,I,1200,SERVICE GENERAL,GROS,5/25/2011,2/1/2011,2/1/2011,6/30/2012,2/1/2011,1200,$0.00,0,A,8/4/2011,NO MAXIMUM FEE
419,8572,I,1200,SERVICE GENERAL,GROS,5/25/2011,2/1/2011,2/1/2011,6/30/2012,2/1/2011,BASER,$25.00,0,A,8/4/2011,NO MAXIMUM FEE
42,7949,A,1200,SERVICE GENERAL,GROS,6/4/2012,9/21/2010,9/28/2010,6/30/2013,9/28/2010,1200,$0.00,0,A,,NO MAXIMUM FEE
42,7949,A,1200,SERVICE GENERAL,GROS,6/4/2012,9/21/2010,9/28/2010,6/30/2013,9/28/2010,BASER,$25.00,0,A,,NO MAXIMUM FEE
420,8573,A,771,ELECTRICIAN,PL,5/25/2012,2/1/2011,2/1/2011,6/30/2013,2/1/2011,771,$50.00,0,A,,
421,8574,A,1300,RETAIL GENERAL,GROS,6/26/2012,,2/1/2011,6/30/2013,2/1/2011,BASER,$25.00,0,A,,NO MAXIMUM FEE
421,8574,A,1300,RETAIL GENERAL,GROS,6/26/2012,,2/1/2011,6/30/2013,2/1/2011,1300,$0.00,0,A,,NO MAXIMUM FEE
423,8577,A,1200,SERVICE GENERAL,GROS,5/25/2012,,2/1/2011,6/30/2013,2/1/2011,1200,$0.00,0,A,,NO MAXIMUM FEE
423,8577,A,1200,SERVICE GENERAL,GROS,5/25/2012,,2/1/2011,6/30/2013,2/1/2011,BASER,$25.00,0,A,,NO MAXIMUM FEE
424,8578,A,1200,SERVICE GENERAL,GROS,6/29/2012,2/1/2011,2/1/2011,6/30/2013,2/1/2011,1200,$0.00,0,A,,NO MAXIMUM FEE
