BL_ID,LICENSE_NUMBER,LICENSE_STATUS,LICENSE_TYPE_CODE,LECENSE_TYPE,BILLING_CYCLE,BILL_DATE,APPLICATION_DATE,ISSUED_DATE,EXPIRE_DATE,START_DATE,CHARGE_CODE,CHARGE_AMOUNT,QUANTITY,ONE_TIME,INACTIVATE_DATE,MISC
05406,6376,A,1200,SERVICE GENERAL,GROS,6/4/2012,7/20/2010,7/11/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05406,6376,A,1200,SERVICE GENERAL,GROS,6/4/2012,7/20/2010,7/11/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05420,6377,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,7/1/2009,,6/30/2013,7/1/2010,770,$10.00,0,N,,
05423,6378,A,1200,SERVICE GENERAL,GROS,6/6/2012,8/30/2010,7/13/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05423,6378,A,1200,SERVICE GENERAL,GROS,6/6/2012,8/30/2010,7/13/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05426,6379,A,1200,SERVICE GENERAL,GROS,6/26/2012,7/20/2010,6/24/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05426,6379,A,1200,SERVICE GENERAL,GROS,6/26/2012,7/20/2010,6/24/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05437,6380,A,1300,RETAIL GENERAL,GROS,6/25/2012,6/18/2010,6/25/2012,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05437,6380,A,1300,RETAIL GENERAL,GROS,6/25/2012,6/18/2010,6/25/2012,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05441,6381,A,778,REFRIGERATION CONTRACTOR,PL,5/25/2012,7/9/2010,6/27/2011,6/30/2013,7/1/2010,778,$50.00,0,N,,
05446,8185,A,1350,HOTEL/MOTEL/B&B,PL,5/25/2012,11/5/2010,11/5/2010,6/30/2013,11/5/2010,1350,$78.00,78,A,,
05446,8186,A,280,BEER ON PREMISE,ALCO,3/25/2012,11/5/2010,11/5/2010,4/30/2013,11/5/2010,280,$15.00,0,A,,
05446,8188,A,282,WINE ON PREMISE,ALCO,3/25/2012,11/5/2010,11/5/2010,4/30/2013,11/5/2010,282,$15.00,0,A,,
05447,6382,A,180,AUTO SERVICE/SUPPLIES,PL,5/25/2012,6/30/2010,6/30/2011,6/30/2013,7/1/2010,180,$12.50,0,N,,
05448,6383,A,2290,SUNDRIES,PL,5/25/2012,6/16/2010,6/30/2011,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05448,6384,A,1830,MUSICAL MERCHANDISE,PL,5/25/2012,6/16/2010,6/30/2011,6/30/2013,7/1/2010,1830,$5.00,0,N,,
05448,6385,A,1300,RETAIL GENERAL,GROS,7/3/2012,6/22/2010,6/29/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05448,6385,A,1300,RETAIL GENERAL,GROS,7/3/2012,6/22/2010,6/29/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05448,6386,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/16/2010,6/30/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05448,6387,A,283,WINE OFF PREMISE,ALCO,3/25/2012,4/6/2010,4/6/2011,4/30/2013,7/1/2010,283,$10.00,0,N,,
05448,6388,A,281,BEER OFF PREMISE,ALCO,3/25/2012,4/6/2010,4/6/2011,4/30/2013,7/1/2010,281,$5.00,0,N,,
05449,6389,I,1200,SERVICE GENERAL,GROS,5/25/2011,7/2/2009,,6/30/2012,7/1/2010,1200,$0.00,0,N,8/4/2011,NO MAXIMUM FEE
05449,6389,I,1200,SERVICE GENERAL,GROS,5/25/2011,7/2/2009,,6/30/2012,7/1/2010,BASER,$25.00,0,N,8/4/2011,NO MAXIMUM FEE
05455,6390,A,1300,RETAIL GENERAL,GROS,6/19/2012,7/1/2010,7/6/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05455,6390,A,1300,RETAIL GENERAL,GROS,6/19/2012,7/1/2010,7/6/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05464,6391,A,2290,SUNDRIES,PL,5/25/2012,7/2/2010,,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05464,6392,A,1200,SERVICE GENERAL,GROS,5/25/2012,7/2/2010,,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05464,6392,A,1200,SERVICE GENERAL,GROS,5/25/2012,7/2/2010,,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05468,6393,A,1200,SERVICE GENERAL,GROS,5/25/2012,6/28/2010,7/14/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05468,6393,A,1200,SERVICE GENERAL,GROS,5/25/2012,6/28/2010,7/14/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05470,6394,A,771,ELECTRICIAN,PL,5/25/2012,7/29/2010,7/28/2011,6/30/2013,7/1/2010,771,$50.00,0,N,,
05478,6395,A,779,HVAC,PL,5/25/2012,7/13/2010,7/7/2011,6/30/2013,7/1/2010,779,$50.00,0,N,,
05478,6396,A,771,ELECTRICIAN,PL,5/25/2012,6/25/2010,7/7/2011,6/30/2013,7/1/2010,771,$50.00,0,N,,
05483,6397,A,771,ELECTRICIAN,PL,5/25/2012,7/13/2010,6/7/2011,6/30/2013,7/1/2010,771,$50.00,0,N,,
05503,6398,A,1300,RETAIL GENERAL,GROS,5/29/2012,7/13/2010,6/24/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05503,6398,A,1300,RETAIL GENERAL,GROS,5/29/2012,7/13/2010,6/24/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05510,6399,A,1350,HOTEL/MOTEL/B&B,PL,5/25/2012,6/16/2010,6/13/2011,6/30/2013,7/1/2010,1350,$25.00,25,N,,
05512,6400,A,1200,SERVICE GENERAL,GROS,7/3/2012,7/1/2010,7/8/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05512,6400,A,1200,SERVICE GENERAL,GROS,7/3/2012,7/1/2010,7/8/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05516,6401,A,779,HVAC,PL,5/25/2012,7/27/2009,6/27/2011,6/30/2013,7/1/2010,779,$50.00,0,N,,
05518,6402,A,771,ELECTRICIAN,PL,8/23/2012,5/28/2010,8/23/2012,6/30/2013,7/1/2010,771,$50.00,0,N,,
05521,6403,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6404,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6405,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6406,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6407,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6408,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6409,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6410,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6411,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05521,6412,A,2290,SUNDRIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05521,6413,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/9/2010,6/17/2011,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05522,6414,A,1200,SERVICE GENERAL,GROS,6/19/2012,7/14/2010,6/24/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05522,6414,A,1200,SERVICE GENERAL,GROS,6/19/2012,7/14/2010,6/24/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05524,6415,A,1350,HOTEL/MOTEL/B&B,PL,5/25/2012,6/9/2010,6/14/2011,6/30/2013,7/1/2010,1350,$25.00,25,N,,
05532,6416,A,1300,RETAIL GENERAL,GROS,6/6/2012,6/10/2010,6/30/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05532,6416,A,1300,RETAIL GENERAL,GROS,6/6/2012,6/10/2010,6/30/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05533,6417,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,7/7/2010,,6/30/2013,7/1/2010,770,$10.00,0,N,,
05552,6418,A,1200,SERVICE GENERAL,GROS,9/24/2012,7/20/2010,,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05552,6418,A,1200,SERVICE GENERAL,GROS,9/24/2012,7/20/2010,,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05555,6419,I,1300,RETAIL GENERAL,GROS,5/25/2012,7/20/2010,,6/30/2013,7/1/2010,1300,$0.00,0,N,6/4/2012,NO MAXIMUM FEE
05555,6419,I,1300,RETAIL GENERAL,GROS,5/25/2012,7/20/2010,,6/30/2013,7/1/2010,BASER,$25.00,0,N,6/4/2012,NO MAXIMUM FEE
05561,6420,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,7/1/2010,6/30/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05561,6421,A,1380,ICE CREAM,PL,5/25/2012,7/1/2010,6/30/2011,6/30/2013,7/1/2010,1380,$2.50,0,N,,
05561,6422,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,7/1/2010,6/30/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05562,6423,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,7/1/2010,6/30/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05562,6424,A,1380,ICE CREAM,PL,5/25/2012,7/1/2010,6/30/2011,6/30/2013,7/1/2010,1380,$2.50,0,N,,
05562,6425,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,7/1/2010,6/30/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05567,6426,A,1300,RETAIL GENERAL,GROS,6/20/2012,7/8/2010,6/30/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05567,6426,A,1300,RETAIL GENERAL,GROS,6/20/2012,7/8/2010,6/30/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05569,6427,A,779,HVAC,PL,5/25/2012,7/1/2010,6/27/2011,6/30/2013,7/1/2010,779,$50.00,0,N,,
05570,6428,A,1200,SERVICE GENERAL,GROS,7/3/2012,7/21/2010,7/3/2012,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05570,6428,A,1200,SERVICE GENERAL,GROS,7/3/2012,7/21/2010,7/3/2012,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05578,6429,A,779,HVAC,PL,5/25/2012,6/28/2010,7/6/2011,6/30/2013,7/1/2010,779,$50.00,0,N,,
05579,6430,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,6/12/2009,,6/30/2013,7/1/2010,770,$10.00,0,N,,
05581,6431,A,2290,SUNDRIES,PL,5/25/2012,6/28/2010,6/12/2012,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05581,6432,A,1730,AMUSEMENTS MOVIES,PL,5/25/2012,6/28/2010,6/19/2012,6/30/2013,7/1/2010,1730,$200.00,0,N,,
05581,6433,A,1300,RETAIL GENERAL,GROS,6/25/2012,7/13/2010,7/13/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05581,6433,A,1300,RETAIL GENERAL,GROS,6/25/2012,7/13/2010,7/13/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05581,6434,A,282,WINE ON PREMISE,ALCO,3/25/2012,4/26/2010,4/14/2011,4/30/2013,7/1/2010,282,$15.00,0,N,,
05581,6435,A,280,BEER ON PREMISE,ALCO,3/25/2012,4/26/2010,4/14/2011,4/30/2013,7/1/2010,280,$15.00,0,N,,
05582,6436,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,2/4/2010,,6/30/2013,7/1/2010,770,$10.00,0,N,,
05587,6437,A,1300,RETAIL GENERAL,GROS,6/6/2012,7/7/2010,7/13/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05587,6437,A,1300,RETAIL GENERAL,GROS,6/6/2012,7/7/2010,7/13/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05589,6438,I,2290,SUNDRIES,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2290,$4.00,0,N,5/29/2012,
05589,6439,I,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2052,$42.50,0,N,5/29/2012,
05589,6440,I,1380,ICE CREAM,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,1380,$2.50,0,N,5/29/2012,
05590,6441,I,2290,SUNDRIES,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2290,$4.00,0,N,5/29/2012,
05590,6442,I,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2052,$42.50,0,N,5/29/2012,
05590,6443,I,1380,ICE CREAM,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,1380,$2.50,0,N,5/29/2012,
05590,6444,I,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,630,$50.00,0,N,5/29/2012,
05591,6445,I,2290,SUNDRIES,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2290,$4.00,0,N,5/29/2012,
05591,6446,I,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2052,$42.50,0,N,5/29/2012,
05591,6447,I,1380,ICE CREAM,PL,5/25/2012,6/9/2009,,6/30/2013,7/1/2010,1380,$2.50,0,N,5/29/2012,
05591,6448,I,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,630,$50.00,0,N,5/29/2012,
05592,6449,I,2290,SUNDRIES,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2290,$4.00,0,N,5/29/2012,
05592,6450,I,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,2052,$42.50,0,N,5/29/2012,
05592,6451,I,1380,ICE CREAM,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,1380,$2.50,0,N,5/29/2012,
05592,6452,I,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/22/2010,,6/30/2013,7/1/2010,630,$50.00,0,N,5/29/2012,
05597,9229,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/6/2011,6/20/2011,6/30/2013,6/7/2011,2052,$42.50,0,A,,
05597,9230,A,2290,SUNDRIES,PL,5/25/2012,6/6/2011,6/20/2011,6/30/2013,6/7/2011,2290,$4.00,0,A,,
05597,9231,A,1380,ICE CREAM,PL,5/25/2012,6/7/2011,6/20/2011,6/30/2013,6/7/2011,1380,$2.50,0,A,,
05597,9232,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/7/2011,6/20/2011,6/30/2013,6/7/2011,2052,$42.50,0,A,,
05600,6453,A,2290,SUNDRIES,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05600,6454,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05600,6455,A,1380,ICE CREAM,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,1380,$2.50,0,N,,
05600,6456,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05601,6457,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05601,6458,A,1380,ICE CREAM,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,1380,$2.50,0,N,,
05601,6459,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,5/25/2010,6/20/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05601,9228,A,2290,SUNDRIES,PL,5/25/2012,6/6/2011,6/20/2011,6/30/2013,6/6/2011,2290,$4.00,0,A,,
05602,6460,A,1300,RETAIL GENERAL,GROS,7/9/2012,7/20/2010,7/13/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05602,6460,A,1300,RETAIL GENERAL,GROS,7/9/2012,7/20/2010,7/13/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05602,6461,A,283,WINE OFF PREMISE,ALCO,3/25/2012,4/22/2010,4/12/2011,4/30/2013,7/1/2010,283,$10.00,0,N,,
05602,6462,A,281,BEER OFF PREMISE,ALCO,3/25/2012,4/22/2010,4/12/2011,4/30/2013,7/1/2010,281,$5.00,0,N,,
05612,6463,A,1200,SERVICE GENERAL,GROS,6/8/2012,6/17/2010,7/11/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05612,6463,A,1200,SERVICE GENERAL,GROS,6/8/2012,6/17/2010,7/11/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05617,6464,A,1200,SERVICE GENERAL,GROS,5/25/2012,8/10/2010,,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05617,6464,A,1200,SERVICE GENERAL,GROS,5/25/2012,8/10/2010,,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05621,6465,A,1200,SERVICE GENERAL,GROS,6/25/2012,7/27/2010,6/30/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05621,6465,A,1200,SERVICE GENERAL,GROS,6/25/2012,7/27/2010,6/30/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05623,6466,A,1300,RETAIL GENERAL,GROS,5/25/2012,9/15/2009,,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05623,6466,A,1300,RETAIL GENERAL,GROS,5/25/2012,9/15/2009,,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05627,6467,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,6/16/2010,,6/30/2013,7/1/2010,770,$10.00,0,N,,
05629,6468,I,1200,SERVICE GENERAL,GROS,5/25/2011,7/20/2010,,6/30/2012,7/1/2010,1200,$0.00,0,N,8/3/2011,NO MAXIMUM FEE
05629,6468,I,1200,SERVICE GENERAL,GROS,5/25/2011,7/20/2010,,6/30/2012,7/1/2010,BASER,$25.00,0,N,8/3/2011,NO MAXIMUM FEE
05634,6469,A,778,REFRIGERATION CONTRACTOR,PL,5/25/2012,8/4/2010,6/4/2012,6/30/2013,7/1/2010,778,$50.00,0,N,,
05636,6470,A,1200,SERVICE GENERAL,GROS,5/29/2012,6/16/2010,6/23/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05636,6470,A,1200,SERVICE GENERAL,GROS,5/29/2012,6/16/2010,6/23/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05641,6471,A,1200,SERVICE GENERAL,GROS,5/25/2012,7/21/2010,,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05641,6471,A,1200,SERVICE GENERAL,GROS,5/25/2012,7/21/2010,,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05643,6472,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,7/7/2010,6/10/2011,6/30/2013,7/1/2010,770,$10.00,0,N,,
05648,6473,A,774,PLUMBER,PL,5/25/2012,6/22/2009,9/21/2010,6/30/2013,7/1/2010,774,$50.00,0,N,,
05650,6474,I,779,HVAC,PL,5/25/2012,6/14/2010,6/10/2011,6/30/2013,7/1/2010,779,$50.00,0,N,8/23/2012,
05650,12352,A,1200,SERVICE GENERAL,GROS,8/23/2012,,8/23/2012,6/30/2013,8/23/2012,1200,$0.00,0,A,,NO MAXIMUM FEE
05650,12352,A,1200,SERVICE GENERAL,GROS,8/23/2012,,8/23/2012,6/30/2013,8/23/2012,BASER,$25.00,0,A,,NO MAXIMUM FEE
05651,6475,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,6/15/2009,6/10/2011,6/30/2013,7/1/2010,770,$10.00,0,N,,
05664,7955,A,1200,SERVICE GENERAL,GROS,5/25/2012,9/29/2010,9/29/2010,6/30/2013,9/29/2010,1200,$0.00,0,A,,NO MAXIMUM FEE
05664,7955,A,1200,SERVICE GENERAL,GROS,5/25/2012,9/29/2010,9/29/2010,6/30/2013,9/29/2010,BASER,$25.00,0,A,,NO MAXIMUM FEE
05673,6476,A,1200,SERVICE GENERAL,GROS,7/18/2012,7/20/2010,7/18/2012,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05673,6476,A,1200,SERVICE GENERAL,GROS,7/18/2012,7/20/2010,7/18/2012,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05676,9058,A,770,LICENSED GENERAL CONTRACTOR,PL,9/4/2012,5/3/2011,5/3/2011,6/30/2013,5/3/2011,770,$10.00,0,A,,
05680,6477,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,6/16/2010,7/6/2011,6/30/2013,7/1/2010,770,$10.00,0,N,,
05694,10350,A,771,ELECTRICIAN,PL,5/25/2012,,12/6/2011,6/30/2013,12/6/2011,771,$50.00,0,A,,
05696,6478,A,2290,SUNDRIES,PL,5/25/2012,6/25/2010,6/9/2011,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05696,6479,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/25/2010,6/9/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05696,6480,A,282,WINE ON PREMISE,ALCO,3/25/2012,4/21/2010,3/30/2011,4/30/2013,7/1/2010,282,$15.00,0,N,,
05696,6481,A,280,BEER ON PREMISE,ALCO,3/25/2012,4/21/2010,3/30/2011,4/30/2013,7/1/2010,280,$15.00,0,N,,
05697,6482,A,774,PLUMBER,PL,5/25/2012,6/9/2010,6/9/2011,6/30/2013,7/1/2010,774,$50.00,0,N,,
05713,6483,A,774,PLUMBER,PL,5/25/2012,6/10/2010,6/9/2011,6/30/2013,7/1/2010,774,$50.00,0,N,,
05728,6484,A,771,ELECTRICIAN,PL,5/25/2012,6/16/2010,7/6/2011,6/30/2013,7/1/2010,771,$50.00,0,N,,
05729,6485,A,771,ELECTRICIAN,PL,5/25/2012,7/9/2010,6/27/2011,6/30/2013,7/1/2010,771,$50.00,0,N,,
05748,6486,A,1200,SERVICE GENERAL,GROS,7/3/2012,7/20/2010,7/8/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05748,6486,A,1200,SERVICE GENERAL,GROS,7/3/2012,7/20/2010,7/8/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05754,6487,A,774,PLUMBER,PL,5/25/2012,7/20/2010,6/16/2011,6/30/2013,7/1/2010,774,$50.00,0,N,,
05767,6488,A,770,LICENSED GENERAL CONTRACTOR,PL,5/25/2012,6/24/2010,7/11/2011,6/30/2013,7/1/2010,770,$10.00,0,N,,
05773,6489,A,1200,SERVICE GENERAL,GROS,6/28/2012,7/14/2009,10/3/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05773,6489,A,1200,SERVICE GENERAL,GROS,6/28/2012,7/14/2009,10/3/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05775,6490,A,1300,RETAIL GENERAL,GROS,6/27/2012,7/13/2010,7/6/2011,6/30/2013,7/1/2010,1300,$0.00,0,N,,NO MAXIMUM FEE
05775,6490,A,1300,RETAIL GENERAL,GROS,6/27/2012,7/13/2010,7/6/2011,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05783,6491,A,2052,RESTAURANT 5+ SEATS,PL,,6/15/2010,,,7/1/2010,2052,$0.00,0,N,,
05785,6492,A,2290,SUNDRIES,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05785,6493,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05785,6494,A,1380,ICE CREAM,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,1380,$2.50,0,N,,
05785,6495,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05786,6496,A,2290,SUNDRIES,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,2290,$4.00,0,N,,
05786,6497,A,2052,RESTAURANT 5+ SEATS,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,2052,$42.50,0,N,,
05786,6498,A,1380,ICE CREAM,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,1380,$2.50,0,N,,
05786,6499,A,630,CHAIN/BRANCH STORE,PL,5/25/2012,6/21/2010,6/30/2011,6/30/2013,7/1/2010,630,$50.00,0,N,,
05801,10211,A,1200,SERVICE GENERAL,GROS,7/3/2012,,11/17/2011,6/30/2013,11/17/2011,1200,$0.00,0,A,,NO MAXIMUM FEE
05801,10211,A,1200,SERVICE GENERAL,GROS,7/3/2012,,11/17/2011,6/30/2013,11/17/2011,BASER,$25.00,0,A,,NO MAXIMUM FEE
05815,6500,A,1200,SERVICE GENERAL,GROS,5/25/2012,7/20/2010,,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
05815,6500,A,1200,SERVICE GENERAL,GROS,5/25/2012,7/20/2010,,6/30/2013,7/1/2010,BASER,$25.00,0,N,,NO MAXIMUM FEE
05821,6501,A,1200,SERVICE GENERAL,GROS,6/19/2012,7/2/2010,6/23/2011,6/30/2013,7/1/2010,1200,$0.00,0,N,,NO MAXIMUM FEE
